test,xprize_subdomain,idtype_label,sex_label,age_measure_bin,n_obs,n_subjects
pasd,Memory,Offspring,Men,40-44,32,32
pasd,Memory,Gen3,Men,40-44,191,191
pasd,Memory,Original,Men,45-49,0,0
pasd,Memory,Offspring,Men,45-49,101,98
pasd,Memory,Gen3,Men,45-49,324,323
pasd,Memory,Original,Men,50-54,0,0
pasd,Memory,Offspring,Men,50-54,240,233
pasd,Memory,Gen3,Men,50-54,321,318
pasd,Memory,Original,Men,55-59,0,0
pasd,Memory,Offspring,Men,55-59,405,375
pasd,Memory,Gen3,Men,55-59,291,288
pasd,Memory,Original,Men,60-64,0,0
pasd,Memory,Offspring,Men,60-64,549,505
pasd,Memory,Gen3,Men,60-64,182,179
pasd,Memory,Original,Men,65-69,0,0
pasd,Memory,Offspring,Men,65-69,621,553
pasd,Memory,Gen3,Men,65-69,68,62
pasd,Memory,Original,Men,70-74,0,0
pasd,Memory,Offspring,Men,70-74,614,558
pasd,Memory,Gen3,Men,70-74,17,16
pasd,Memory,Original,Men,75-79,1,1
pasd,Memory,Offspring,Men,75-79,529,432
pasd,Memory,Gen3,Men,75-79,4,4
pasd,Memory,Original,Men,80-84,168,93
pasd,Memory,Offspring,Men,80-84,326,244
pasd,Memory,Gen3,Men,80-84,0,0
pasd,Memory,Original,Men,85-89,254,108
pasd,Memory,Offspring,Men,85-89,133,107
pasd,Memory,Gen3,Men,85-89,0,0
pasd,Memory,Original,Men,>=90,147,75
pasd,Memory,Offspring,Men,>=90,26,21
pasd,Memory,Gen3,Men,>=90,0,0
pasi,Memory,Original,Women,<30,0,0
pasi,Memory,Offspring,Women,<30,0,0
pasi,Memory,Gen3,Women,<30,26,26
pasi,Memory,Original,Women,30-34,0,0
pasi,Memory,Offspring,Women,30-34,1,1
pasi,Memory,Gen3,Women,30-34,74,74
pasi,Memory,Original,Women,35-39,0,0
pasi,Memory,Offspring,Women,35-39,9,8
pasi,Memory,Gen3,Women,35-39,148,148
pasi,Memory,Original,Women,40-44,0,0
pasi,Memory,Offspring,Women,40-44,29,29
pasi,Memory,Gen3,Women,40-44,258,256
pasi,Memory,Original,Women,45-49,0,0
pasi,Memory,Offspring,Women,45-49,114,108
pasi,Memory,Gen3,Women,45-49,327,325
pasi,Memory,Original,Women,50-54,0,0
pasi,Memory,Offspring,Women,50-54,337,306
pasi,Memory,Gen3,Women,50-54,361,360
pasi,Memory,Original,Women,55-59,0,0
pasi,Memory,Offspring,Women,55-59,527,483
pasi,Memory,Gen3,Women,55-59,296,295
pasi,Memory,Original,Women,60-64,5,5
pasi,Memory,Offspring,Women,60-64,636,577
pasi,Memory,Gen3,Women,60-64,180,178
pasi,Memory,Original,Women,65-69,47,46
pasi,Memory,Offspring,Women,65-69,770,690
pasi,Memory,Gen3,Women,65-69,68,66
pasi,Memory,Original,Women,70-74,91,85
pasi,Memory,Offspring,Women,70-74,703,616
pasi,Memory,Gen3,Women,70-74,13,13
pasi,Memory,Original,Women,75-79,197,166
pasi,Memory,Offspring,Women,75-79,619,487
pasi,Memory,Gen3,Women,75-79,4,4
pasi,Memory,Original,Women,80-84,537,330
pasi,Memory,Offspring,Women,80-84,397,310
pasi,Memory,Gen3,Women,80-84,1,1
pasi,Memory,Original,Women,85-89,695,386
pasi,Memory,Offspring,Women,85-89,185,150
pasi,Memory,Gen3,Women,85-89,1,1
pasi,Memory,Original,Women,>=90,522,274
pasi,Memory,Offspring,Women,>=90,66,50
pasi,Memory,Gen3,Women,>=90,0,0
pasi,Memory,Original,Men,<30,0,0
pasi,Memory,Offspring,Men,<30,0,0
pasi,Memory,Gen3,Men,<30,18,18
pasi,Memory,Original,Men,30-34,0,0
pasi,Memory,Offspring,Men,30-34,0,0
pasi,Memory,Gen3,Men,30-34,59,59
pasi,Memory,Original,Men,35-39,0,0
pasi,Memory,Offspring,Men,35-39,6,6
pasi,Memory,Gen3,Men,35-39,113,113
pasi,Memory,Original,Men,40-44,0,0
pasi,Memory,Offspring,Men,40-44,32,32
pasi,Memory,Gen3,Men,40-44,189,189
pasi,Memory,Original,Men,45-49,0,0
pasi,Memory,Offspring,Men,45-49,103,100
pasi,Memory,Gen3,Men,45-49,315,314
pasi,Memory,Original,Men,50-54,0,0
pasi,Memory,Offspring,Men,50-54,242,234
pasi,Memory,Gen3,Men,50-54,310,308
pasi,Memory,Original,Men,55-59,0,0
pasi,Memory,Offspring,Men,55-59,406,376
pasi,Memory,Gen3,Men,55-59,284,281
pasi,Memory,Original,Men,60-64,2,2
pasi,Memory,Offspring,Men,60-64,561,514
pasi,Memory,Gen3,Men,60-64,179,176
pasi,Memory,Original,Men,65-69,58,56
pasi,Memory,Offspring,Men,65-69,628,555
pasi,Memory,Gen3,Men,65-69,65,59
pasi,Memory,Original,Men,70-74,123,113
pasi,Memory,Offspring,Men,70-74,622,565
pasi,Memory,Gen3,Men,70-74,17,16
pasi,Memory,Original,Men,75-79,165,132
pasi,Memory,Offspring,Men,75-79,531,433
pasi,Memory,Gen3,Men,75-79,4,4
pasi,Memory,Original,Men,80-84,307,198
pasi,Memory,Offspring,Men,80-84,327,243
pasi,Memory,Gen3,Men,80-84,0,0
pasi,Memory,Original,Men,85-89,336,166
pasi,Memory,Offspring,Men,85-89,134,109
pasi,Memory,Gen3,Men,85-89,0,0
pasi,Memory,Original,Men,>=90,178,94
pasi,Memory,Offspring,Men,>=90,25,19
pasi,Memory,Gen3,Men,>=90,0,0
pasr,Memory,Original,Women,<30,0,0
pasr,Memory,Offspring,Women,<30,0,0
pasr,Memory,Gen3,Women,<30,26,26
pasr,Memory,Original,Women,30-34,0,0
pasr,Memory,Offspring,Women,30-34,0,0
pasr,Memory,Gen3,Women,30-34,76,76
pasr,Memory,Original,Women,35-39,0,0
pasr,Memory,Offspring,Women,35-39,0,0
pasr,Memory,Gen3,Women,35-39,154,154
pasr,Memory,Original,Women,40-44,0,0
pasr,Memory,Offspring,Women,40-44,6,6
pasr,Memory,Gen3,Women,40-44,256,255
pasr,Memory,Original,Women,45-49,0,0
pasr,Memory,Offspring,Women,45-49,9,9
pasr,Memory,Gen3,Women,45-49,331,329
pasr,Memory,Original,Women,50-54,0,0
pasr,Memory,Offspring,Women,50-54,74,72
pasr,Memory,Gen3,Women,50-54,364,363
pasr,Memory,Original,Women,55-59,0,0
pasr,Memory,Offspring,Women,55-59,196,186
pasr,Memory,Gen3,Women,55-59,305,304
pasr,Memory,Original,Women,60-64,0,0
pasr,Memory,Offspring,Women,60-64,368,352
pasr,Memory,Gen3,Women,60-64,188,186
pasr,Memory,Original,Women,65-69,0,0
pasr,Memory,Offspring,Women,65-69,501,466
pasr,Memory,Gen3,Women,65-69,69,67
pasr,Memory,Original,Women,70-74,0,0
pasr,Memory,Offspring,Women,70-74,460,423
pasr,Memory,Gen3,Women,70-74,14,14
pasr,Memory,Original,Women,75-79,0,0
pasr,Memory,Offspring,Women,75-79,433,366
pasr,Memory,Gen3,Women,75-79,4,4
pasr,Memory,Original,Women,80-84,0,0
pasr,Memory,Offspring,Women,80-84,337,277
pasr,Memory,Gen3,Women,80-84,1,1
pasr,Memory,Original,Women,85-89,94,65
pasr,Memory,Offspring,Women,85-89,172,141
pasr,Memory,Gen3,Women,85-89,1,1
pasr,Memory,Original,Women,>=90,198,117
pasr,Memory,Offspring,Women,>=90,62,48
pasr,Memory,Gen3,Women,>=90,0,0
pasr,Memory,Original,Men,<30,0,0
pasr,Memory,Offspring,Men,<30,0,0
pasr,Memory,Gen3,Men,<30,19,19
pasr,Memory,Original,Men,30-34,0,0
pasr,Memory,Offspring,Men,30-34,0,0
pasr,Memory,Gen3,Men,30-34,60,60
pasr,Memory,Original,Men,35-39,0,0
pasr,Memory,Offspring,Men,35-39,0,0
pasr,Memory,Gen3,Men,35-39,114,114
pasr,Memory,Original,Men,40-44,0,0
pasr,Memory,Offspring,Men,40-44,3,3
pasr,Memory,Gen3,Men,40-44,193,193
pasr,Memory,Original,Men,45-49,0,0
pasr,Memory,Offspring,Men,45-49,17,17
pasr,Memory,Gen3,Men,45-49,319,318
pasr,Memory,Original,Men,50-54,0,0
pasr,Memory,Offspring,Men,50-54,51,50
pasr,Memory,Gen3,Men,50-54,321,318
pasr,Memory,Original,Men,55-59,0,0
pasr,Memory,Offspring,Men,55-59,149,144
pasr,Memory,Gen3,Men,55-59,292,289
pasr,Memory,Original,Men,60-64,0,0
pasr,Memory,Offspring,Men,60-64,293,277
pasr,Memory,Gen3,Men,60-64,180,177
pasr,Memory,Original,Men,65-69,0,0
pasr,Memory,Offspring,Men,65-69,386,359
pasr,Memory,Gen3,Men,65-69,68,62
pasr,Memory,Original,Men,70-74,0,0
pasr,Memory,Offspring,Men,70-74,403,374
pasr,Memory,Gen3,Men,70-74,17,16
pasr,Memory,Original,Men,75-79,0,0
pasr,Memory,Offspring,Men,75-79,372,323
pasr,Memory,Gen3,Men,75-79,4,4
pasr,Memory,Original,Men,80-84,0,0
pasr,Memory,Offspring,Men,80-84,271,209
pasr,Memory,Gen3,Men,80-84,0,0
pasr,Memory,Original,Men,85-89,46,31
pasr,Memory,Offspring,Men,85-89,125,100
pasr,Memory,Gen3,Men,85-89,0,0
pasr,Memory,Original,Men,>=90,71,44
pasr,Memory,Offspring,Men,>=90,21,18
pasr,Memory,Gen3,Men,>=90,0,0
trailsa,Psychomotor,Original,Women,<30,0,0
trailsa,Psychomotor,Offspring,Women,<30,0,0
trailsa,Psychomotor,Gen3,Women,<30,26,26
trailsa,Psychomotor,Original,Women,30-34,0,0
trailsa,Psychomotor,Offspring,Women,30-34,1,1
trailsa,Psychomotor,Gen3,Women,30-34,74,74
trailsa,Psychomotor,Original,Women,35-39,0,0
trailsa,Psychomotor,Offspring,Women,35-39,9,8
trailsa,Psychomotor,Gen3,Women,35-39,157,157
trailsa,Psychomotor,Original,Women,40-44,0,0
trailsa,Psychomotor,Offspring,Women,40-44,29,29
trailsa,Psychomotor,Gen3,Women,40-44,274,272
trailsa,Psychomotor,Original,Women,45-49,0,0
trailsa,Psychomotor,Offspring,Women,45-49,112,107
trailsa,Psychomotor,Gen3,Women,45-49,365,362
trailsa,Psychomotor,Original,Women,50-54,0,0
trailsa,Psychomotor,Offspring,Women,50-54,334,305
trailsa,Psychomotor,Gen3,Women,50-54,395,393
trailsa,Psychomotor,Original,Women,55-59,0,0
trailsa,Psychomotor,Offspring,Women,55-59,525,483
trailsa,Psychomotor,Gen3,Women,55-59,340,339
trailsa,Psychomotor,Original,Women,60-64,0,0
trailsa,Psychomotor,Offspring,Women,60-64,637,578
trailsa,Psychomotor,Gen3,Women,60-64,209,206
trailsa,Psychomotor,Original,Women,65-69,0,0
trailsa,Psychomotor,Offspring,Women,65-69,779,698
trailsa,Psychomotor,Gen3,Women,65-69,76,74
trailsa,Psychomotor,Original,Women,70-74,0,0
trailsa,Psychomotor,Offspring,Women,70-74,703,618
trailsa,Psychomotor,Gen3,Women,70-74,17,17
trailsa,Psychomotor,Original,Women,75-79,8,8
trailsa,Psychomotor,Offspring,Women,75-79,606,483
trailsa,Psychomotor,Gen3,Women,75-79,4,4
trailsa,Psychomotor,Original,Women,80-84,280,140
trailsa,Psychomotor,Offspring,Women,80-84,378,300
trailsa,Psychomotor,Gen3,Women,80-84,1,1
trailsa,Psychomotor,Original,Women,85-89,410,200
trailsa,Psychomotor,Offspring,Women,85-89,180,147
trailsa,Psychomotor,Gen3,Women,85-89,1,1
trailsa,Psychomotor,Original,Women,>=90,304,163
trailsa,Psychomotor,Offspring,Women,>=90,56,41
trailsa,Psychomotor,Gen3,Women,>=90,0,0
trailsa,Psychomotor,Original,Men,<30,0,0
trailsa,Psychomotor,Offspring,Men,<30,0,0
trailsa,Psychomotor,Gen3,Men,<30,19,19
trailsa,Psychomotor,Original,Men,30-34,0,0
trailsa,Psychomotor,Offspring,Men,30-34,0,0
trailsa,Psychomotor,Gen3,Men,30-34,61,61
trailsa,Psychomotor,Original,Men,35-39,0,0
trailsa,Psychomotor,Offspring,Men,35-39,6,6
trailsa,Psychomotor,Gen3,Men,35-39,120,120
trailsa,Psychomotor,Original,Men,40-44,0,0
trailsa,Psychomotor,Offspring,Men,40-44,32,32
trailsa,Psychomotor,Gen3,Men,40-44,206,206
trailsa,Psychomotor,Original,Men,45-49,0,0
trailsa,Psychomotor,Offspring,Men,45-49,102,99
trailsa,Psychomotor,Gen3,Men,45-49,346,342
trailsa,Psychomotor,Original,Men,50-54,0,0
trailsa,Psychomotor,Offspring,Men,50-54,241,234
trailsa,Psychomotor,Gen3,Men,50-54,367,363
trailsa,Psychomotor,Original,Men,55-59,0,0
trailsa,Psychomotor,Offspring,Men,55-59,408,377
trailsa,Psychomotor,Gen3,Men,55-59,315,309
trailsa,Psychomotor,Original,Men,60-64,0,0
trailsa,Psychomotor,Offspring,Men,60-64,550,505
trailsa,Psychomotor,Gen3,Men,60-64,204,198
trailsa,Psychomotor,Original,Men,65-69,0,0
trailsa,Psychomotor,Offspring,Men,65-69,624,558
trailsa,Psychomotor,Gen3,Men,65-69,76,70
trailsa,Psychomotor,Original,Men,70-74,0,0
trailsa,Psychomotor,Offspring,Men,70-74,626,567
trailsa,Psychomotor,Gen3,Men,70-74,21,19
trailsa,Psychomotor,Original,Men,75-79,1,1
trailsa,Psychomotor,Offspring,Men,75-79,543,444
trailsa,Psychomotor,Gen3,Men,75-79,4,4
trailsa,Psychomotor,Original,Men,80-84,163,88
trailsa,Psychomotor,Offspring,Men,80-84,316,236
trailsa,Psychomotor,Gen3,Men,80-84,0,0
trailsa,Psychomotor,Original,Men,85-89,247,105
trailsa,Psychomotor,Offspring,Men,85-89,138,111
trailsa,Psychomotor,Gen3,Men,85-89,0,0
trailsa,Psychomotor,Original,Men,>=90,141,71
trailsa,Psychomotor,Offspring,Men,>=90,27,23
trailsa,Psychomotor,Gen3,Men,>=90,0,0
trailsb,Executive Function & Processing,Original,Women,<30,0,0
trailsb,Executive Function & Processing,Offspring,Women,<30,0,0
trailsb,Executive Function & Processing,Gen3,Women,<30,26,26
trailsb,Executive Function & Processing,Original,Women,30-34,0,0
trailsb,Executive Function & Processing,Offspring,Women,30-34,1,1
trailsb,Executive Function & Processing,Gen3,Women,30-34,71,71
trailsb,Executive Function & Processing,Original,Women,35-39,0,0
trailsb,Executive Function & Processing,Offspring,Women,35-39,9,8
trailsb,Executive Function & Processing,Gen3,Women,35-39,151,151
trailsb,Executive Function & Processing,Original,Women,40-44,0,0
trailsb,Executive Function & Processing,Offspring,Women,40-44,29,29
trailsb,Executive Function & Processing,Gen3,Women,40-44,268,266
trailsb,Executive Function & Processing,Original,Women,45-49,0,0
trailsb,Executive Function & Processing,Offspring,Women,45-49,112,107
trailsb,Executive Function & Processing,Gen3,Women,45-49,359,356
trailsb,Executive Function & Processing,Original,Women,50-54,0,0
trailsb,Executive Function & Processing,Offspring,Women,50-54,331,303
trailsb,Executive Function & Processing,Gen3,Women,50-54,392,390
trailsb,Executive Function & Processing,Original,Women,55-59,0,0
trailsb,Executive Function & Processing,Offspring,Women,55-59,520,477
trailsb,Executive Function & Processing,Gen3,Women,55-59,339,338
trailsb,Executive Function & Processing,Original,Women,60-64,0,0
trailsb,Executive Function & Processing,Offspring,Women,60-64,631,572
trailsb,Executive Function & Processing,Gen3,Women,60-64,203,200
trailsb,Executive Function & Processing,Original,Women,65-69,0,0
trailsb,Executive Function & Processing,Offspring,Women,65-69,768,687
trailsb,Executive Function & Processing,Gen3,Women,65-69,75,73
trailsb,Executive Function & Processing,Original,Women,70-74,0,0
trailsb,Executive Function & Processing,Offspring,Women,70-74,685,605
trailsb,Executive Function & Processing,Gen3,Women,70-74,17,17
trailsb,Executive Function & Processing,Original,Women,75-79,8,8
trailsb,Executive Function & Processing,Offspring,Women,75-79,584,468
trailsb,Executive Function & Processing,Gen3,Women,75-79,4,4
trailsb,Executive Function & Processing,Original,Women,80-84,274,139
trailsb,Executive Function & Processing,Offspring,Women,80-84,354,285
trailsb,Executive Function & Processing,Gen3,Women,80-84,1,1
trailsb,Executive Function & Processing,Original,Women,85-89,381,189
trailsb,Executive Function & Processing,Offspring,Women,85-89,157,130
trailsb,Executive Function & Processing,Gen3,Women,85-89,1,1
trailsb,Executive Function & Processing,Original,Women,>=90,256,140
trailsb,Executive Function & Processing,Offspring,Women,>=90,48,34
trailsb,Executive Function & Processing,Gen3,Women,>=90,0,0
trailsb,Executive Function & Processing,Original,Men,<30,0,0
trailsb,Executive Function & Processing,Offspring,Men,<30,0,0
trailsb,Executive Function & Processing,Gen3,Men,<30,19,19
trailsb,Executive Function & Processing,Original,Men,30-34,0,0
trailsb,Executive Function & Processing,Offspring,Men,30-34,0,0
trailsb,Executive Function & Processing,Gen3,Men,30-34,60,60
trailsb,Executive Function & Processing,Original,Men,35-39,0,0
trailsb,Executive Function & Processing,Offspring,Men,35-39,6,6
trailsb,Executive Function & Processing,Gen3,Men,35-39,118,118
trailsb,Executive Function & Processing,Original,Men,40-44,0,0
trailsb,Executive Function & Processing,Offspring,Men,40-44,32,32
trailsb,Executive Function & Processing,Gen3,Men,40-44,204,204
trailsb,Executive Function & Processing,Original,Men,45-49,0,0
trailsb,Executive Function & Processing,Offspring,Men,45-49,102,99
trailsb,Executive Function & Processing,Gen3,Men,45-49,342,338
trailsb,Executive Function & Processing,Original,Men,50-54,0,0
trailsb,Executive Function & Processing,Offspring,Men,50-54,238,231
trailsb,Executive Function & Processing,Gen3,Men,50-54,361,357
trailsb,Executive Function & Processing,Original,Men,55-59,0,0
trailsb,Executive Function & Processing,Offspring,Men,55-59,401,371
trailsb,Executive Function & Processing,Gen3,Men,55-59,316,310
trailsb,Executive Function & Processing,Original,Men,60-64,0,0
trailsb,Executive Function & Processing,Offspring,Men,60-64,548,504
trailsb,Executive Function & Processing,Gen3,Men,60-64,200,195
trailsb,Executive Function & Processing,Original,Men,65-69,0,0
trailsb,Executive Function & Processing,Offspring,Men,65-69,612,550
trailsb,Executive Function & Processing,Gen3,Men,65-69,74,68
trailsb,Executive Function & Processing,Original,Men,70-74,0,0
trailsb,Executive Function & Processing,Offspring,Men,70-74,615,557
trailsb,Executive Function & Processing,Gen3,Men,70-74,20,18
trailsb,Executive Function & Processing,Original,Men,75-79,1,1
trailsb,Executive Function & Processing,Offspring,Men,75-79,522,428
trailsb,Executive Function & Processing,Gen3,Men,75-79,4,4
trailsb,Executive Function & Processing,Original,Men,80-84,158,86
trailsb,Executive Function & Processing,Offspring,Men,80-84,301,227
trailsb,Executive Function & Processing,Gen3,Men,80-84,0,0
trailsb,Executive Function & Processing,Original,Men,85-89,233,103
trailsb,Executive Function & Processing,Offspring,Men,85-89,120,99
trailsb,Executive Function & Processing,Gen3,Men,85-89,0,0
trailsb,Executive Function & Processing,Original,Men,>=90,134,68
trailsb,Executive Function & Processing,Offspring,Men,>=90,24,21
trailsb,Executive Function & Processing,Gen3,Men,>=90,0,0
vrd,Visual Learning,Original,Women,<30,0,0
vrd,Visual Learning,Offspring,Women,<30,0,0
vrd,Visual Learning,Gen3,Women,<30,25,25
vrd,Visual Learning,Original,Women,30-34,0,0
vrd,Visual Learning,Offspring,Women,30-34,1,1
vrd,Visual Learning,Gen3,Women,30-34,76,76
vrd,Visual Learning,Original,Women,35-39,0,0
vrd,Visual Learning,Offspring,Women,35-39,9,8
vrd,Visual Learning,Gen3,Women,35-39,157,157
vrd,Visual Learning,Original,Women,40-44,0,0
vrd,Visual Learning,Offspring,Women,40-44,29,29
vrd,Visual Learning,Gen3,Women,40-44,273,271
vrd,Visual Learning,Original,Women,45-49,0,0
vrd,Visual Learning,Offspring,Women,45-49,114,108
vrd,Visual Learning,Gen3,Women,45-49,370,367
vrd,Visual Learning,Original,Women,50-54,0,0
vrd,Visual Learning,Offspring,Women,50-54,337,306
vrd,Visual Learning,Gen3,Women,50-54,398,396
vrd,Visual Learning,Original,Women,55-59,0,0
vrd,Visual Learning,Offspring,Women,55-59,531,487
vrd,Visual Learning,Gen3,Women,55-59,339,338
vrd,Visual Learning,Original,Women,60-64,6,6
vrd,Visual Learning,Offspring,Women,60-64,643,582
vrd,Visual Learning,Gen3,Women,60-64,209,206
vrd,Visual Learning,Original,Women,65-69,47,46
vrd,Visual Learning,Offspring,Women,65-69,786,706
vrd,Visual Learning,Gen3,Women,65-69,76,74
vrd,Visual Learning,Original,Women,70-74,92,86
vrd,Visual Learning,Offspring,Women,70-74,714,628
vrd,Visual Learning,Gen3,Women,70-74,17,17
vrd,Visual Learning,Original,Women,75-79,184,157
vrd,Visual Learning,Offspring,Women,75-79,626,496
vrd,Visual Learning,Gen3,Women,75-79,4,4
vrd,Visual Learning,Original,Women,80-84,524,325
vrd,Visual Learning,Offspring,Women,80-84,405,317
vrd,Visual Learning,Gen3,Women,80-84,1,1
vrd,Visual Learning,Original,Women,85-89,669,375
vrd,Visual Learning,Offspring,Women,85-89,188,151
vrd,Visual Learning,Gen3,Women,85-89,1,1
vrd,Visual Learning,Original,Women,>=90,480,259
vrd,Visual Learning,Offspring,Women,>=90,61,46
vrd,Visual Learning,Gen3,Women,>=90,0,0
vrd,Visual Learning,Original,Men,<30,0,0
vrd,Visual Learning,Offspring,Men,<30,0,0
vrd,Visual Learning,Gen3,Men,<30,19,19
vrd,Visual Learning,Original,Men,30-34,0,0
vrd,Visual Learning,Offspring,Men,30-34,0,0
vrd,Visual Learning,Gen3,Men,30-34,61,61
vrd,Visual Learning,Original,Men,35-39,0,0
vrd,Visual Learning,Offspring,Men,35-39,6,6
vrd,Visual Learning,Gen3,Men,35-39,120,120
vrd,Visual Learning,Original,Men,40-44,0,0
vrd,Visual Learning,Offspring,Men,40-44,32,32
vrd,Visual Learning,Gen3,Men,40-44,204,204
vrd,Visual Learning,Original,Men,45-49,0,0
vrd,Visual Learning,Offspring,Men,45-49,104,101
vrd,Visual Learning,Gen3,Men,45-49,347,343
vrd,Visual Learning,Original,Men,50-54,0,0
vrd,Visual Learning,Offspring,Men,50-54,241,233
vrd,Visual Learning,Gen3,Men,50-54,364,360
vrd,Visual Learning,Original,Men,55-59,0,0
vrd,Visual Learning,Offspring,Men,55-59,409,377
vrd,Visual Learning,Gen3,Men,55-59,321,315
vrd,Visual Learning,Original,Men,60-64,2,2
vrd,Visual Learning,Offspring,Men,60-64,568,519
vrd,Visual Learning,Gen3,Men,60-64,202,196
vrd,Visual Learning,Original,Men,65-69,60,58
vrd,Visual Learning,Offspring,Men,65-69,640,568
vrd,Visual Learning,Gen3,Men,65-69,77,70
vrd,Visual Learning,Original,Men,70-74,124,115
vrd,Visual Learning,Offspring,Men,70-74,643,579
vrd,Visual Learning,Gen3,Men,70-74,22,20
vrd,Visual Learning,Original,Men,75-79,165,133
vrd,Visual Learning,Offspring,Men,75-79,549,447
vrd,Visual Learning,Gen3,Men,75-79,4,4
vrd,Visual Learning,Original,Men,80-84,318,203
vrd,Visual Learning,Offspring,Men,80-84,329,245
vrd,Visual Learning,Gen3,Men,80-84,0,0
vrd,Visual Learning,Original,Men,85-89,336,163
vrd,Visual Learning,Offspring,Men,85-89,137,108
vrd,Visual Learning,Gen3,Men,85-89,0,0
vrd,Visual Learning,Original,Men,>=90,174,94
vrd,Visual Learning,Offspring,Men,>=90,29,24
vrd,Visual Learning,Gen3,Men,>=90,0,0
vri,Visual Learning,Original,Women,<30,0,0
vri,Visual Learning,Offspring,Women,<30,0,0
vri,Visual Learning,Gen3,Women,<30,26,26
vri,Visual Learning,Original,Women,30-34,0,0
vri,Visual Learning,Offspring,Women,30-34,1,1
vri,Visual Learning,Gen3,Women,30-34,75,75
vri,Visual Learning,Original,Women,35-39,0,0
vri,Visual Learning,Offspring,Women,35-39,9,8
vri,Visual Learning,Gen3,Women,35-39,156,156
vri,Visual Learning,Original,Women,40-44,0,0
vri,Visual Learning,Offspring,Women,40-44,29,29
vri,Visual Learning,Gen3,Women,40-44,272,270
vri,Visual Learning,Original,Women,45-49,0,0
vri,Visual Learning,Offspring,Women,45-49,114,108
vri,Visual Learning,Gen3,Women,45-49,367,364
vri,Visual Learning,Original,Women,50-54,0,0
vri,Visual Learning,Offspring,Women,50-54,338,307
vri,Visual Learning,Gen3,Women,50-54,399,397
vri,Visual Learning,Original,Women,55-59,0,0
vri,Visual Learning,Offspring,Women,55-59,531,487
vri,Visual Learning,Gen3,Women,55-59,340,339
vri,Visual Learning,Original,Women,60-64,6,6
vri,Visual Learning,Offspring,Women,60-64,643,582
vri,Visual Learning,Gen3,Women,60-64,208,205
vri,Visual Learning,Original,Women,65-69,47,46
vri,Visual Learning,Offspring,Women,65-69,788,708
vri,Visual Learning,Gen3,Women,65-69,76,74
vri,Visual Learning,Original,Women,70-74,94,88
vri,Visual Learning,Offspring,Women,70-74,718,629
vri,Visual Learning,Gen3,Women,70-74,17,17
vri,Visual Learning,Original,Women,75-79,185,158
vri,Visual Learning,Offspring,Women,75-79,631,500
vri,Visual Learning,Gen3,Women,75-79,4,4
vri,Visual Learning,Original,Women,80-84,526,326
vri,Visual Learning,Offspring,Women,80-84,407,317
vri,Visual Learning,Gen3,Women,80-84,1,1
vri,Visual Learning,Original,Women,85-89,679,378
vri,Visual Learning,Offspring,Women,85-89,194,157
vri,Visual Learning,Gen3,Women,85-89,1,1
vri,Visual Learning,Original,Women,>=90,493,263
vri,Visual Learning,Offspring,Women,>=90,65,49
vri,Visual Learning,Gen3,Women,>=90,0,0
vri,Visual Learning,Original,Men,<30,0,0
vri,Visual Learning,Offspring,Men,<30,0,0
vri,Visual Learning,Gen3,Men,<30,19,19
vri,Visual Learning,Original,Men,30-34,0,0
vri,Visual Learning,Offspring,Men,30-34,0,0
vri,Visual Learning,Gen3,Men,30-34,61,61
vri,Visual Learning,Original,Men,35-39,0,0
vri,Visual Learning,Offspring,Men,35-39,6,6
vri,Visual Learning,Gen3,Men,35-39,120,120
vri,Visual Learning,Original,Men,40-44,0,0
vri,Visual Learning,Offspring,Men,40-44,32,32
vri,Visual Learning,Gen3,Men,40-44,205,205
vri,Visual Learning,Original,Men,45-49,0,0
vri,Visual Learning,Offspring,Men,45-49,104,101
vri,Visual Learning,Gen3,Men,45-49,349,345
vri,Visual Learning,Original,Men,50-54,0,0
vri,Visual Learning,Offspring,Men,50-54,242,234
vri,Visual Learning,Gen3,Men,50-54,363,359
vri,Visual Learning,Original,Men,55-59,0,0
vri,Visual Learning,Offspring,Men,55-59,411,379
vri,Visual Learning,Gen3,Men,55-59,321,315
vri,Visual Learning,Original,Men,60-64,2,2
vri,Visual Learning,Offspring,Men,60-64,568,519
vri,Visual Learning,Gen3,Men,60-64,204,198
vri,Visual Learning,Original,Men,65-69,60,58
vri,Visual Learning,Offspring,Men,65-69,639,567
vri,Visual Learning,Gen3,Men,65-69,77,70
vri,Visual Learning,Original,Men,70-74,124,115
vri,Visual Learning,Offspring,Men,70-74,645,580
vri,Visual Learning,Gen3,Men,70-74,22,20
vri,Visual Learning,Original,Men,75-79,168,136
vri,Visual Learning,Offspring,Men,75-79,556,451
vri,Visual Learning,Gen3,Men,75-79,3,3
vri,Visual Learning,Original,Men,80-84,324,205
vri,Visual Learning,Offspring,Men,80-84,335,248
vri,Visual Learning,Gen3,Men,80-84,0,0
vri,Visual Learning,Original,Men,85-89,342,168
vri,Visual Learning,Offspring,Men,85-89,140,111
vri,Visual Learning,Gen3,Men,85-89,0,0
vri,Visual Learning,Original,Men,>=90,179,95
vri,Visual Learning,Offspring,Men,>=90,30,25
vri,Visual Learning,Gen3,Men,>=90,0,0
vrr,Visual Learning,Original,Women,<30,0,0
vrr,Visual Learning,Offspring,Women,<30,0,0
vrr,Visual Learning,Gen3,Women,<30,25,25
vrr,Visual Learning,Original,Women,30-34,0,0
vrr,Visual Learning,Offspring,Women,30-34,1,1
